Fecha;TIPO CAMBIO COMPRA;TIPO DE CAMBIO VENTA;
28 jun 2019;578,35;585,45;
29 jun 2019;576,72;583,64;
30 jun 2019;576,72;583,64;
1 jul 2019;576,72;583,64;
2 jul 2019;574,89;583,23;
3 jul 2019;576,49;583,31;
4 jul 2019;578,17;585,17;
5 jul 2019;579,32;585,83;
6 jul 2019;578,21;585,77;
7 jul 2019;578,21;585,77;
8 jul 2019;578,21;585,77;
9 jul 2019;578,34;585,53;
10 jul 2019;579,47;585,50;
11 jul 2019;579,10;584,18;
12 jul 2019;578,21;584,05;
13 jul 2019;575,32;582,11;
14 jul 2019;575,32;582,11;
15 jul 2019;575,32;582,11;
16 jul 2019;572,15;578,39;
17 jul 2019;571,58;577,89;
18 jul 2019;572,27;578,31;
19 jul 2019;571,81;578,78;
20 jul 2019;570,73;577,37;
21 jul 2019;570,73;577,37;
22 jul 2019;570,73;577,37;
23 jul 2019;569,91;576,82;
24 jul 2019;570,44;575,97;
25 jul 2019;570,31;575,69;
26 jul 2019;570,31;575,69;
27 jul 2019;568,86;574,94;
28 jul 2019;568,86;574,94;
29 jul 2019;568,86;574,94;
30 jul 2019;567,50;573,97;
31 jul 2019;567,11;573,46;
1 ago 2019;566,52;572,26;
2 ago 2019;566,60;573,55;
3 ago 2019;566,60;573,55;
4 ago 2019;566,60;573,55;
5 ago 2019;566,60;573,55;
6 ago 2019;565,44;573,27;
7 ago 2019;565,20;573,18;
8 ago 2019;566,95;573,32;
9 ago 2019;567,31;573,53;
10 ago 2019;567,34;574,07;
11 ago 2019;567,34;574,07;
12 ago 2019;567,34;574,07;
13 ago 2019;567,07;573,62;
14 ago 2019;566,60;572,43;
15 ago 2019;565,42;571,30;
16 ago 2019;565,42;571,30;
17 ago 2019;563,82;570,46;
18 ago 2019;563,82;570,46;
19 ago 2019;563,82;570,46;
20 ago 2019;562,23;569,92;
21 ago 2019;561,39;568,07;
22 ago 2019;561,75;568,45;
23 ago 2019;562,94;569,53;
24 ago 2019;563,07;570,20;
25 ago 2019;563,07;570,20;
26 ago 2019;563,07;570,20;
27 ago 2019;562,87;570,17;
28 ago 2019;563,95;570,03;
29 ago 2019;565,17;570,99;
30 ago 2019;566,45;572,89;
31 ago 2019;567,66;575,16;
1 set 2019;567,66;575,16;
2 set 2019;567,66;575,16;
3 set 2019;568,57;577,15;
4 set 2019;573,02;579,59;
5 set 2019;574,08;580,82;
6 set 2019;576,20;582,67;
7 set 2019;575,05;581,13;
8 set 2019;575,05;581,13;
9 set 2019;575,05;581,13;
10 set 2019;573,58;579,79;
11 set 2019;571,93;577,96;
12 set 2019;571,18;577,28;
13 set 2019;572,08;578,83;
14 set 2019;572,43;579,66;
15 set 2019;572,43;579,66;
16 set 2019;572,43;579,66;
17 set 2019;572,98;580,49;
18 set 2019;574,73;580,77;
19 set 2019;574,83;582,00;
20 set 2019;576,05;583,55;
21 set 2019;576,71;583,86;
22 set 2019;576,71;583,86;
23 set 2019;576,71;583,86;
24 set 2019;578,31;585,06;
25 set 2019;579,57;585,84;
26 set 2019;578,67;585,43;
27 set 2019;578,99;584,74;
28 set 2019;577,93;583,88;
29 set 2019;577,93;583,88;
30 set 2019;577,93;583,88;
1 oct 2019;576,58;583,46;
2 oct 2019;576,29;583,23;
3 oct 2019;577,82;585,11;
4 oct 2019;579,41;585,76;
5 oct 2019;578,10;585,88;
6 oct 2019;578,10;585,88;
7 oct 2019;578,10;585,88;
8 oct 2019;577,42;585,11;
9 oct 2019;578,10;584,46;
10 oct 2019;578,50;583,98;
11 oct 2019;578,28;583,69;
12 oct 2019;576,37;583,57;
13 oct 2019;576,37;583,57;
14 oct 2019;576,37;583,57;
15 oct 2019;574,86;581,85;
16 oct 2019;574,45;580,84;
17 oct 2019;576,41;582,42;
18 oct 2019;575,95;582,66;
19 oct 2019;577,13;583,79;
20 oct 2019;577,13;583,79;
21 oct 2019;577,13;583,79;
22 oct 2019;578,93;585,42;
23 oct 2019;577,82;585,88;
24 oct 2019;579,20;586,00;
25 oct 2019;581,49;586,66;
26 oct 2019;579,25;585,91;
27 oct 2019;579,25;585,91;
28 oct 2019;579,25;585,91;
29 oct 2019;578,10;584,91;
30 oct 2019;579,36;585,31;
31 oct 2019;579,86;585,39;
1 nov 2019;581,05;585,89;
2 nov 2019;580,34;587,50;
3 nov 2019;580,34;587,50;
4 nov 2019;580,34;587,50;
5 nov 2019;578,86;587,75;
6 nov 2019;581,08;587,94;
7 nov 2019;581,66;588,06;
8 nov 2019;581,61;586,18;
9 nov 2019;579,76;586,21;
10 nov 2019;579,76;586,21;
11 nov 2019;579,76;586,21;
12 nov 2019;578,69;585,86;
13 nov 2019;577,98;584,69;
14 nov 2019;577,49;583,26;
15 nov 2019;576,19;582,36;
16 nov 2019;573,76;579,99;
17 nov 2019;573,76;579,99;
18 nov 2019;573,76;579,99;
19 nov 2019;570,97;578,48;
20 nov 2019;569,76;576,44;
21 nov 2019;569,74;576,71;
22 nov 2019;568,17;573,72;
23 nov 2019;565,43;571,80;
24 nov 2019;565,43;571,80;
25 nov 2019;565,43;571,80;
26 nov 2019;562,54;571,23;
27 nov 2019;561,57;567,77;
28 nov 2019;560,45;566,37;
29 nov 2019;559,83;566,56;
30 nov 2019;558,90;565,89;
1 dic 2019;558,90;565,89;
2 dic 2019;558,90;565,89;
3 dic 2019;560,22;567,65;
4 dic 2019;563,53;572,01;
5 dic 2019;563,99;571,81;
6 dic 2019;566,91;573,19;
7 dic 2019;565,08;572,22;
8 dic 2019;565,08;572,22;
9 dic 2019;565,08;572,22;
10 dic 2019;565,59;572,08;
11 dic 2019;567,59;573,52;
12 dic 2019;567,60;574,59;
13 dic 2019;566,61;572,52;
14 dic 2019;563,73;570,76;
15 dic 2019;563,73;570,76;
16 dic 2019;563,73;570,76;
17 dic 2019;562,33;570,05;
18 dic 2019;562,52;569,16;
19 dic 2019;563,65;569,29;
20 dic 2019;562,52;569,89;
21 dic 2019;563,21;569,57;
22 dic 2019;563,21;569,57;
23 dic 2019;563,21;569,57;
24 dic 2019;564,72;571,81;
25 dic 2019;568,49;574,93;
26 dic 2019;568,49;574,93;
27 dic 2019;569,34;575,66;
28 dic 2019;569,93;575,56;
29 dic 2019;569,93;575,56;
30 dic 2019;569,93;575,56;
31 dic 2019;570,09;576,49;
1 ene 2020;570,09;576,49;
2 ene 2020;570,09;576,49;
3 ene 2020;569,50;576,30;
4 ene 2020;569,37;576,24;
5 ene 2020;569,37;576,24;
6 ene 2020;569,37;576,24;
7 ene 2020;567,47;576,37;
8 ene 2020;569,58;576,72;
9 ene 2020;569,47;576,74;
10 ene 2020;569,84;576,49;
11 ene 2020;568,61;575,93;
12 ene 2020;568,61;575,93;
13 ene 2020;568,61;575,93;
14 ene 2020;566,59;573,34;
15 ene 2020;565,82;572,01;
16 ene 2020;564,67;570,74;
17 ene 2020;563,37;569,43;
18 ene 2020;561,47;568,43;
19 ene 2020;561,47;568,43;
20 ene 2020;561,47;568,43;
21 ene 2020;561,54;568,42;
22 ene 2020;563,46;570,32;
23 ene 2020;565,35;572,03;
24 ene 2020;567,19;573,61;
25 ene 2020;566,44;573,51;
26 ene 2020;566,44;573,51;
27 ene 2020;566,44;573,51;
28 ene 2020;565,53;573,13;
29 ene 2020;566,55;572,64;
30 ene 2020;567,26;573,08;
31 ene 2020;567,06;573,36;
1 feb 2020;566,38;573,61;
2 feb 2020;566,38;573,61;
3 feb 2020;566,38;573,61;
4 feb 2020;567,47;576,12;
5 feb 2020;571,50;578,69;
6 feb 2020;572,70;578,64;
7 feb 2020;572,69;579,34;
8 feb 2020;570,40;577,83;
9 feb 2020;570,40;577,83;
10 feb 2020;570,40;577,83;
11 feb 2020;568,50;576,30;
12 feb 2020;568,17;574,43;
13 feb 2020;566,80;572,52;
14 feb 2020;565,61;571,22;
15 feb 2020;563,98;570,33;
16 feb 2020;563,98;570,33;
17 feb 2020;563,98;570,33;
18 feb 2020;564,12;571,63;
19 feb 2020;566,03;573,02;
20 feb 2020;567,06;574,93;
21 feb 2020;569,08;575,34;
22 feb 2020;569,46;575,93;
23 feb 2020;569,46;575,93;
24 feb 2020;569,46;575,93;
25 feb 2020;568,77;575,03;
26 feb 2020;568,63;574,68;
27 feb 2020;567,15;572,68;
28 feb 2020;565,84;571,54;
29 feb 2020;565,87;572,33;
1 mar 2020;565,87;572,33;
2 mar 2020;565,87;572,33;
3 mar 2020;566,37;574,39;
4 mar 2020;569,08;576,37;
5 mar 2020;569,61;578,08;
6 mar 2020;569,70;576,57;
7 mar 2020;566,21;573,35;
8 mar 2020;566,21;573,35;
9 mar 2020;566,21;573,35;
10 mar 2020;565,13;572,37;
11 mar 2020;564,57;570,25;
12 mar 2020;561,70;567,42;
13 mar 2020;562,21;568,00;
14 mar 2020;560,66;567,68;
15 mar 2020;560,66;567,68;
16 mar 2020;560,66;567,68;
17 mar 2020;560,75;568,32;
18 mar 2020;563,22;568,70;
19 mar 2020;563,38;569,74;
20 mar 2020;564,80;570,64;
21 mar 2020;565,64;573,56;
22 mar 2020;565,64;573,56;
23 mar 2020;565,64;573,56;
24 mar 2020;569,54;576,98;
25 mar 2020;572,33;579,70;
26 mar 2020;575,42;582,05;
27 mar 2020;577,33;583,83;
28 mar 2020;577,90;585,50;
29 mar 2020;577,90;585,50;
30 mar 2020;577,90;585,50;
31 mar 2020;579,50;587,37;
1 abr 2020;577,10;583,71;
2 abr 2020;573,19;580,08;
3 abr 2020;570,94;577,96;
4 abr 2020;567,30;575,49;
5 abr 2020;567,30;575,49;
6 abr 2020;567,30;575,49;
7 abr 2020;568,25;574,45;
8 abr 2020;568,55;575,12;
9 abr 2020;568,55;575,12;
10 abr 2020;568,55;575,12;
11 abr 2020;568,55;575,12;
12 abr 2020;568,55;575,12;
13 abr 2020;568,55;575,12;
14 abr 2020;566,35;573,07;
15 abr 2020;564,13;569,29;
16 abr 2020;561,28;567,52;
17 abr 2020;559,65;565,54;
18 abr 2020;558,99;565,11;
19 abr 2020;558,99;565,11;
20 abr 2020;558,99;565,11;
21 abr 2020;562,97;569,18;
22 abr 2020;564,29;571,90;
23 abr 2020;564,68;571,09;
24 abr 2020;564,38;569,03;
25 abr 2020;562,93;570,07;
26 abr 2020;562,93;570,07;
27 abr 2020;562,93;570,07;
28 abr 2020;563,35;569,75;
29 abr 2020;564,88;571,09;
30 abr 2020;564,42;571,46;
1 may 2020;565,24;571,92;
2 may 2020;565,24;571,92;
3 may 2020;565,24;571,92;
4 may 2020;565,24;571,92;
5 may 2020;564,81;572,42;
6 may 2020;565,57;572,70;
7 may 2020;565,04;571,91;
8 may 2020;565,82;571,97;
9 may 2020;565,30;572,03;
10 may 2020;565,30;572,03;
11 may 2020;565,30;572,03;
12 may 2020;565,48;572,35;
13 may 2020;566,32;571,60;
14 may 2020;566,43;571,82;
15 may 2020;566,13;571,76;
16 may 2020;565,48;572,39;
17 may 2020;565,48;572,39;
18 may 2020;565,48;572,39;
19 may 2020;566,57;573,39;
20 may 2020;567,07;574,50;
21 may 2020;567,67;574,72;
22 may 2020;566,87;574,00;
23 may 2020;566,57;573,68;
24 may 2020;566,57;573,68;
25 may 2020;566,57;573,68;
26 may 2020;568,19;574,07;
27 may 2020;567,62;575,00;
28 may 2020;570,64;575,20;
29 may 2020;569,46;576,11;
30 may 2020;570,22;576,93;
31 may 2020;570,22;576,93;
1 jun 2020;570,22;576,93;
2 jun 2020;571,29;579,35;
3 jun 2020;573,19;581,02;
4 jun 2020;574,66;582,02;
5 jun 2020;573,68;582,45;
6 jun 2020;574,99;582,87;
7 jun 2020;574,99;582,87;
8 jun 2020;574,99;582,87;
9 jun 2020;575,70;583,72;
10 jun 2020;577,25;584,02;
11 jun 2020;576,90;583,14;
12 jun 2020;574,50;580,61;
13 jun 2020;571,42;578,83;
14 jun 2020;571,42;578,83;
15 jun 2020;571,42;578,83;
16 jun 2020;571,04;577,88;
17 jun 2020;571,33;577,79;
18 jun 2020;573,23;579,18;
19 jun 2020;574,26;579,62;
20 jun 2020;570,26;579,72;
21 jun 2020;570,26;579,72;
22 jun 2020;570,26;579,72;
23 jun 2020;574,06;580,13;
24 jun 2020;573,31;580,86;
25 jun 2020;576,33;582,26;
26 jun 2020;576,83;582,92;
27 jun 2020;577,49;583,67;
28 jun 2020;577,49;583,67;
29 jun 2020;577,49;583,67;
30 jun 2020;577,51;583,49;
1 jul 2020;579,01;584,96;
2 jul 2020;579,27;586,23;
3 jul 2020;577,06;586,21;
4 jul 2020;577,65;585,34;
5 jul 2020;577,65;585,34;
6 jul 2020;577,65;585,34;
7 jul 2020;577,51;585,79;
8 jul 2020;578,08;585,19;
9 jul 2020;579,20;584,96;
10 jul 2020;578,26;585,19;
11 jul 2020;579,00;584,65;
12 jul 2020;579,00;584,65;
13 jul 2020;579,00;584,65;
14 jul 2020;577,84;584,55;
15 jul 2020;577,50;583,46;
16 jul 2020;578,74;582,86;
17 jul 2020;578,91;584,16;
18 jul 2020;578,70;584,52;
19 jul 2020;578,70;584,52;
20 jul 2020;578,70;584,52;
21 jul 2020;576,47;584,94;
22 jul 2020;576,73;585,21;
23 jul 2020;579,78;585,62;
24 jul 2020;579,60;586,01;
25 jul 2020;579,69;586,27;
26 jul 2020;579,69;586,27;
27 jul 2020;579,69;586,27;
28 jul 2020;579,69;586,27;
29 jul 2020;580,49;586,90;
30 jul 2020;580,51;586,91;
31 jul 2020;582,15;588,33;
1 ago 2020;582,41;590,74;
2 ago 2020;582,41;590,74;
3 ago 2020;582,41;590,74;
4 ago 2020;584,23;592,22;
5 ago 2020;586,65;594,44;
6 ago 2020;588,12;595,21;
7 ago 2020;588,70;596,17;
8 ago 2020;588,22;595,91;
9 ago 2020;588,22;595,91;
10 ago 2020;588,22;595,91;
11 ago 2020;590,69;598,21;
12 ago 2020;592,54;599,13;
13 ago 2020;594,48;600,11;
14 ago 2020;592,81;598,23;
15 ago 2020;591,44;598,28;
16 ago 2020;591,44;598,28;
17 ago 2020;591,44;598,28;
18 ago 2020;591,44;598,28;
19 ago 2020;591,38;597,97;
20 ago 2020;591,69;597,82;
21 ago 2020;588,34;596,42;
22 ago 2020;588,38;595,58;
23 ago 2020;588,38;595,58;
24 ago 2020;588,38;595,58;
25 ago 2020;588,04;596,93;
26 ago 2020;591,52;597,21;
27 ago 2020;591,61;598,31;
28 ago 2020;591,43;597,66;
29 ago 2020;590,21;598,00;
30 ago 2020;590,21;598,00;
31 ago 2020;590,21;598,00;
1 set 2020;592,02;598,03;
2 set 2020;593,12;599,44;
3 set 2020;593,21;600,18;
4 set 2020;594,10;600,80;
5 set 2020;595,36;600,52;
6 set 2020;595,36;600,52;
7 set 2020;595,36;600,52;
8 set 2020;594,61;601,42;
9 set 2020;592,96;601,59;
10 set 2020;595,70;600,50;
11 set 2020;592,43;599,08;
12 set 2020;590,92;597,43;
13 set 2020;590,92;597,43;
14 set 2020;590,92;597,43;
15 set 2020;590,92;597,43;
16 set 2020;591,90;598,32;
17 set 2020;593,80;599,47;
18 set 2020;594,80;599,86;
19 set 2020;594,93;601,51;
20 set 2020;594,93;601,51;
21 set 2020;594,93;601,51;
22 set 2020;595,02;602,45;
23 set 2020;596,90;603,17;
24 set 2020;596,58;604,16;
25 set 2020;598,25;604,10;
26 set 2020;598,65;604,47;
27 set 2020;598,65;604,47;
28 set 2020;598,65;604,47;
29 set 2020;599,38;606,10;
30 set 2020;600,45;606,68;
1 oct 2020;601,71;607,93;
2 oct 2020;599,16;605,80;
3 oct 2020;597,16;604,90;
4 oct 2020;597,16;604,90;
5 oct 2020;597,16;604,90;
6 oct 2020;597,97;603,93;
7 oct 2020;599,10;605,69;
8 oct 2020;598,82;605,55;
9 oct 2020;599,55;605,34;
10 oct 2020;597,61;605,19;
11 oct 2020;597,61;605,19;
12 oct 2020;597,61;605,19;
13 oct 2020;598,44;605,38;
14 oct 2020;599,36;605,69;
15 oct 2020;600,71;606,24;
16 oct 2020;599,66;605,75;
17 oct 2020;599,53;605,24;
18 oct 2020;599,53;605,24;
19 oct 2020;599,53;605,24;
20 oct 2020;599,14;605,60;
21 oct 2020;598,03;606,11;
22 oct 2020;599,20;606,95;
23 oct 2020;600,03;606,91;
24 oct 2020;602,67;608,12;
25 oct 2020;602,67;608,12;
26 oct 2020;602,67;608,12;
27 oct 2020;603,01;609,42;
28 oct 2020;603,06;610,86;
29 oct 2020;605,45;611,93;
30 oct 2020;604,91;611,79;
31 oct 2020;604,74;612,92;
1 nov 2020;604,74;612,92;
2 nov 2020;604,74;612,92;
3 nov 2020;605,74;614,07;
4 nov 2020;607,11;614,55;
5 nov 2020;606,63;614,28;
6 nov 2020;608,50;615,24;
7 nov 2020;608,06;615,48;
8 nov 2020;608,06;615,48;
9 nov 2020;608,06;615,48;
10 nov 2020;609,19;616,41;
11 nov 2020;608,90;616,58;
12 nov 2020;610,85;616,32;
13 nov 2020;609,39;614,28;
14 nov 2020;606,51;613,41;
15 nov 2020;606,51;613,41;
16 nov 2020;606,51;613,41;
17 nov 2020;605,21;612,02;
18 nov 2020;604,11;610,62;
19 nov 2020;603,72;609,46;
20 nov 2020;601,10;605,99;
21 nov 2020;597,00;603,63;
22 nov 2020;597,00;603,63;
23 nov 2020;597,00;603,63;
24 nov 2020;596,95;602,44;
25 nov 2020;595,48;603,54;
26 nov 2020;597,87;605,66;
27 nov 2020;602,49;608,40;
28 nov 2020;600,18;608,79;
29 nov 2020;600,18;608,79;
30 nov 2020;600,18;608,79;
1 dic 2020;600,18;608,79;
2 dic 2020;600,64;607,76;
3 dic 2020;597,99;605,34;
4 dic 2020;597,41;603,25;
5 dic 2020;598,08;602,63;
6 dic 2020;598,08;602,63;
7 dic 2020;598,08;602,63;
8 dic 2020;598,79;604,67;
9 dic 2020;599,47;606,12;
10 dic 2020;602,72;608,06;
11 dic 2020;603,18;609,10;
12 dic 2020;602,82;609,91;
13 dic 2020;602,82;609,91;
14 dic 2020;602,82;609,91;
15 dic 2020;603,56;609,91;
16 dic 2020;601,52;608,84;
17 dic 2020;601,37;608,50;
18 dic 2020;602,40;608,45;
19 dic 2020;602,48;609,79;
20 dic 2020;602,48;609,79;
21 dic 2020;602,48;609,79;
22 dic 2020;604,69;611,54;
23 dic 2020;605,46;612,86;
24 dic 2020;605,25;612,62;
25 dic 2020;607,32;613,13;
26 dic 2020;607,32;613,13;
27 dic 2020;607,32;613,13;
28 dic 2020;607,32;613,13;
29 dic 2020;606,28;614,17;
30 dic 2020;609,43;616,86;
31 dic 2020;610,53;617,30;
1 ene 2021;610,53;617,30;
2 ene 2021;610,53;617,30;
3 ene 2021;610,53;617,30;
4 ene 2021;610,53;617,30;
5 ene 2021;609,00;616,51;
6 ene 2021;609,24;616,06;
7 ene 2021;611,60;617,25;
8 ene 2021;611,63;617,78;
9 ene 2021;609,74;617,80;
10 ene 2021;609,74;617,80;
11 ene 2021;609,74;617,80;
12 ene 2021;608,21;617,20;
13 ene 2021;608,60;615,88;
14 ene 2021;606,86;612,75;
15 ene 2021;605,03;611,12;
16 ene 2021;604,92;611,74;
17 ene 2021;604,92;611,74;
18 ene 2021;604,92;611,74;
19 ene 2021;606,58;612,02;
20 ene 2021;606,13;612,89;
21 ene 2021;606,50;613,69;
22 ene 2021;608,07;614,06;
23 ene 2021;606,29;614,59;
24 ene 2021;606,29;614,59;
25 ene 2021;606,29;614,59;
26 ene 2021;609,98;614,92;
27 ene 2021;610,29;615,55;
28 ene 2021;609,55;615,98;
29 ene 2021;609,68;616,01;
30 ene 2021;608,93;616,16;
31 ene 2021;608,93;616,16;
1 feb 2021;608,93;616,16;
2 feb 2021;609,17;616,09;
3 feb 2021;609,74;616,68;
4 feb 2021;609,59;615,43;
5 feb 2021;608,72;614,48;
6 feb 2021;606,48;613,94;
7 feb 2021;606,48;613,94;
8 feb 2021;606,48;613,94;
9 feb 2021;608,07;614,73;
10 feb 2021;608,77;614,55;
11 feb 2021;607,81;614,13;
12 feb 2021;607,33;612,89;
13 feb 2021;605,67;612,63;
14 feb 2021;605,67;612,63;
15 feb 2021;605,67;612,63;
16 feb 2021;605,12;613,03;
17 feb 2021;608,82;613,80;
18 feb 2021;607,99;615,34;
19 feb 2021;608,17;614,60;
20 feb 2021;606,37;614,11;
21 feb 2021;606,37;614,11;
22 feb 2021;606,37;614,11;
23 feb 2021;606,57;614,10;
24 feb 2021;607,13;613,56;
25 feb 2021;606,91;614,26;
26 feb 2021;609,26;615,08;
27 feb 2021;610,09;615,84;
28 feb 2021;610,09;615,84;
29 feb 2021;;;
1 mar 2021;610,09;615,84;
2 mar 2021;609,54;616,48;
3 mar 2021;610,08;615,81;
4 mar 2021;607,96;615,43;
5 mar 2021;607,96;615,08;
6 mar 2021;607,19;614,22;
7 mar 2021;607,19;614,22;
8 mar 2021;607,19;614,22;
9 mar 2021;607,37;613,27;
10 mar 2021;605,24;613,18;
11 mar 2021;606,63;612,27;
12 mar 2021;606,71;612,54;
13 mar 2021;606,62;612,82;
14 mar 2021;606,62;612,82;
15 mar 2021;606,62;612,82;
16 mar 2021;606,00;612,66;
17 mar 2021;607,80;612,89;
18 mar 2021;607,43;613,58;
19 mar 2021;607,84;612,89;
20 mar 2021;606,13;613,28;
21 mar 2021;606,13;613,28;
22 mar 2021;606,13;613,28;
23 mar 2021;605,14;613,78;
24 mar 2021;608,24;614,15;
25 mar 2021;609,81;615,43;
26 mar 2021;609,35;615,66;
27 mar 2021;608,55;616,33;
28 mar 2021;608,55;616,33;
29 mar 2021;608,55;616,33;
30 mar 2021;607,45;616,24;
31 mar 2021;610,29;615,81;
1 abr 2021;608,16;615,13;
2 abr 2021;608,16;615,13;
3 abr 2021;608,16;615,13;
4 abr 2021;608,16;615,13;
5 abr 2021;608,16;615,13;
6 abr 2021;607,12;615,26;
7 abr 2021;606,94;614,27;
8 abr 2021;608,74;614,78;
9 abr 2021;609,46;614,68;
10 abr 2021;608,16;615,45;
11 abr 2021;608,16;615,45;
12 abr 2021;608,16;615,45;
13 abr 2021;606,99;616,03;
14 abr 2021;609,24;615,13;
15 abr 2021;609,64;615,09;
16 abr 2021;609,31;615,35;
17 abr 2021;609,97;615,84;
18 abr 2021;609,97;615,84;
19 abr 2021;609,97;615,84;
20 abr 2021;610,29;615,98;
21 abr 2021;609,94;616,60;
22 abr 2021;612,90;617,21;
23 abr 2021;612,41;618,49;
24 abr 2021;611,52;619,10;
25 abr 2021;611,52;619,10;
26 abr 2021;611,52;619,10;
27 abr 2021;613,42;619,90;
28 abr 2021;612,49;620,10;
29 abr 2021;614,73;621,67;
30 abr 2021;613,35;619,44;
1 may 2021;611,08;616,92;
2 may 2021;611,08;616,92;
3 may 2021;611,08;616,92;
4 may 2021;611,08;616,92;
5 may 2021;609,42;617,73;
6 may 2021;609,30;618,26;
7 may 2021;613,44;618,81;
8 may 2021;612,79;618,72;
9 may 2021;612,79;618,72;
10 may 2021;612,79;618,72;
11 may 2021;611,95;618,97;
12 may 2021;611,97;618,31;
13 may 2021;613,29;618,02;
14 may 2021;611,39;617,49;
15 may 2021;609,82;616,06;
16 may 2021;609,82;616,06;
17 may 2021;609,82;616,06;
18 may 2021;610,79;617,38;
19 may 2021;612,08;619,50;
20 may 2021;613,54;619,61;
21 may 2021;611,16;620,34;
22 may 2021;613,11;620,02;
23 may 2021;613,11;620,02;
24 may 2021;613,11;620,02;
25 may 2021;614,15;620,00;
26 may 2021;614,26;619,92;
27 may 2021;613,79;621,08;
28 may 2021;614,87;620,04;
29 may 2021;613,22;620,24;
30 may 2021;613,22;620,24;
31 may 2021;613,22;620,24;
1 jun 2021;613,03;621,39;
2 jun 2021;614,70;621,99;
3 jun 2021;614,82;621,72;
4 jun 2021;613,87;620,81;
5 jun 2021;613,32;620,64;
6 jun 2021;613,32;620,64;
7 jun 2021;613,32;620,64;
8 jun 2021;613,47;621,10;
9 jun 2021;614,13;621,04;
10 jun 2021;614,07;621,13;
11 jun 2021;614,80;620,54;
12 jun 2021;614,10;620,21;
13 jun 2021;614,10;620,21;
14 jun 2021;614,10;620,21;
15 jun 2021;614,39;619,90;
16 jun 2021;612,63;618,65;
17 jun 2021;614,07;619,77;
18 jun 2021;614,07;620,30;
19 jun 2021;614,04;621,02;
20 jun 2021;614,04;621,02;
21 jun 2021;614,04;621,02;
22 jun 2021;613,84;621,16;
23 jun 2021;613,89;621,41;
24 jun 2021;616,70;622,10;
25 jun 2021;615,79;621,39;
26 jun 2021;614,23;620,67;
27 jun 2021;614,23;620,67;
28 jun 2021;614,23;620,67;
29 jun 2021;614,90;621,83;
30 jun 2021;615,25;621,92;
1 jul 2021;615,47;621,88;
2 jul 2021;615,82;622,51;
3 jul 2021;614,62;621,94;
4 jul 2021;614,62;621,94;
5 jul 2021;614,62;621,94;
6 jul 2021;615,50;621,97;
7 jul 2021;614,50;622,34;
8 jul 2021;616,31;623,31;
9 jul 2021;618,14;623,60;
10 jul 2021;617,97;623,60;
11 jul 2021;617,97;623,60;
12 jul 2021;617,97;623,60;
13 jul 2021;616,19;622,75;
14 jul 2021;615,01;621,07;
15 jul 2021;615,43;620,24;
16 jul 2021;615,16;621,43;
17 jul 2021;614,67;621,39;
18 jul 2021;614,67;621,39;
19 jul 2021;614,67;621,39;
20 jul 2021;613,56;621,92;
21 jul 2021;617,15;621,43;
22 jul 2021;614,45;620,18;
23 jul 2021;615,07;621,57;
24 jul 2021;615,42;621,69;
25 jul 2021;615,42;621,69;
26 jul 2021;615,42;621,69;
27 jul 2021;615,42;621,69;
28 jul 2021;614,47;622,22;
29 jul 2021;616,66;623,02;
30 jul 2021;617,93;623,17;
31 jul 2021;616,89;622,98;
1 ago 2021;616,89;622,98;
2 ago 2021;616,89;622,98;
3 ago 2021;616,89;622,98;
4 ago 2021;616,78;623,78;
5 ago 2021;617,14;623,53;
6 ago 2021;615,68;623,23;
7 ago 2021;616,39;623,02;
8 ago 2021;616,39;623,02;
9 ago 2021;616,39;623,02;
10 ago 2021;616,79;624,05;
11 ago 2021;618,41;623,84;
12 ago 2021;618,64;624,39;
13 ago 2021;618,01;623,17;
14 ago 2021;615,49;622,37;
15 ago 2021;615,49;622,37;
16 ago 2021;615,49;622,37;
17 ago 2021;615,83;622,17;
18 ago 2021;616,70;622,47;
19 ago 2021;616,73;622,72;
20 ago 2021;616,31;622,40;
21 ago 2021;615,97;622,85;
22 ago 2021;615,97;622,85;
23 ago 2021;615,97;622,85;
24 ago 2021;616,95;623,53;
25 ago 2021;619,55;624,25;
26 ago 2021;619,36;625,14;
27 ago 2021;620,29;625,43;
28 ago 2021;619,70;625,78;
29 ago 2021;619,70;625,78;
30 ago 2021;619,70;625,78;
31 ago 2021;619,83;626,46;
1 set 2021;619,72;627,04;
2 set 2021;620,94;627,41;
3 set 2021;619,10;627,62;
4 set 2021;619,60;627,12;
5 set 2021;619,60;627,12;
6 set 2021;619,60;627,12;
7 set 2021;620,69;627,53;
8 set 2021;621,16;627,91;
9 set 2021;623,32;629,01;
10 set 2021;623,92;630,41;
11 set 2021;622,56;628,89;
12 set 2021;622,56;628,89;
13 set 2021;622,56;628,89;
14 set 2021;622,56;628,89;
15 set 2021;621,04;627,47;
16 set 2021;621,28;627,09;
17 set 2021;620,82;627,31;
18 set 2021;619,94;626,87;
19 set 2021;619,94;626,87;
20 set 2021;619,94;626,87;
21 set 2021;621,68;627,01;
22 set 2021;619,60;627,44;
23 set 2021;621,03;628,50;
24 set 2021;623,65;628,79;
25 set 2021;622,80;628,67;
26 set 2021;622,80;628,67;
27 set 2021;622,80;628,67;
28 set 2021;622,49;628,96;
29 set 2021;623,30;629,41;
30 set 2021;623,24;629,71;
1 oct 2021;623,12;630,28;
2 oct 2021;622,95;629,95;
3 oct 2021;622,95;629,95;
